Rank,Track,Artist,Streams,Date,WeekDay,Month
92,lovely (with Khalid),Billie Eilish,273290,2020-05-25,Mon,May
93,Woah,Lil Baby,272441,2020-05-25,Mon,May
94,On Me (feat. Ava Max) - From 'SCOOB!' The Album,"Thomas Rhett, Kane Brown",271113,2020-05-25,Mon,May
95,SLOW DANCING IN THE DARK,Joji,267321,2020-05-25,Mon,May
96,Memories,Maroon 5,266634,2020-05-25,Mon,May
97,Wow.,Post Malone,266088,2020-05-25,Mon,May
98,Emotionally Scarred,Lil Baby,263366,2020-05-25,Mon,May
99,Suge,DaBaby,263158,2020-05-25,Mon,May
100,MIDDLE CHILD,J. Cole,262878,2020-05-25,Mon,May
101,Truth Hurts,Lizzo,260506,2020-05-25,Mon,May
102,Pain 1993 (with Playboi Carti),Drake,259672,2020-05-25,Mon,May
103,SKYBOX,Gunna,259568,2020-05-25,Mon,May
104,Goodbyes (Feat. Young Thug),Post Malone,258930,2020-05-25,Mon,May
105,rockstar (feat. 21 Savage),Post Malone,258759,2020-05-25,Mon,May
106,XO Tour Llif3,Lil Uzi Vert,258167,2020-05-25,Mon,May
107,Heartless,The Weeknd,257430,2020-05-25,Mon,May
108,Does To Me (feat. Eric Church),Luke Combs,255721,2020-05-25,Mon,May
109,Level of Concern,Twenty One Pilots,252960,2020-05-25,Mon,May
110,July,Noah Cyrus,252121,2020-05-25,Mon,May
111,"...And To Those I Love, Thanks For Sticking Around",$uicideBoy$,250794,2020-05-25,Mon,May
112,Magic In The Hamptons (feat. Lil Yachty),Social House,249915,2020-05-25,Mon,May
113,The Less I Know The Better,Tame Impala,248361,2020-05-25,Mon,May
114,I Fall Apart,Post Malone,247521,2020-05-25,Mon,May
115,BLINDFOLD (feat. Lil Baby),Gunna,247209,2020-05-25,Mon,May
116,Sum 2 Prove,Lil Baby,247083,2020-05-25,Mon,May
117,When It Rains It Pours,Luke Combs,244011,2020-05-25,Mon,May
118,when the party's over,Billie Eilish,243291,2020-05-25,Mon,May
119,SUGAR,BROCKHAMPTON,243039,2020-05-25,Mon,May
120,Drip Too Hard (Lil Baby & Gunna),Lil Baby,242519,2020-05-25,Mon,May
121,Heatin Up (feat. Gunna),Lil Baby,242342,2020-05-25,Mon,May
122,Heart On Ice,Rod Wave,241753,2020-05-25,Mon,May
123,Armed And Dangerous,Juice WRLD,240721,2020-05-25,Mon,May
124,Pop Out (feat. Lil Tjay),Polo G,240339,2020-05-25,Mon,May
125,No Idea,Don Toliver,238791,2020-05-25,Mon,May
126,Suicidal,YNW Melly,238312,2020-05-25,Mon,May
127,Daechwita,Agust D,238242,2020-05-25,Mon,May
128,Murder On My Mind,YNW Melly,237911,2020-05-25,Mon,May
129,Know Your Worth,"Khalid, Disclosure",235378,2020-05-25,Mon,May
130,Beer Can’t Fix,"Thomas Rhett, Jon Pardi",234692,2020-05-25,Mon,May
131,EARFQUAKE,"Tyler, The Creator",234066,2020-05-25,Mon,May
132,Lo Mein,Lil Uzi Vert,233593,2020-05-25,Mon,May
133,Fuck Love (feat. Trippie Redd),XXXTENTACION,232559,2020-05-25,Mon,May
134,Like That (feat. Gucci Mane),Doja Cat,232532,2020-05-25,Mon,May
135,VIBEZ,DaBaby,232254,2020-05-25,Mon,May
136,Body Like A Back Road,Sam Hunt,231693,2020-05-25,Mon,May
137,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,231194,2020-05-25,Mon,May
138,No Guidance (feat. Drake),Chris Brown,230654,2020-05-25,Mon,May
139,F.N,Lil Tjay,230032,2020-05-25,Mon,May
140,JUMP (feat. YoungBoy Never Broke Again),DaBaby,229762,2020-05-25,Mon,May
141,FIND MY WAY,DaBaby,229235,2020-05-25,Mon,May
142,Tongue Tied,Grouplove,228979,2020-05-25,Mon,May
143,Señorita,"Shawn Mendes, Camila Cabello",228698,2020-05-25,Mon,May
144,Falling,Harry Styles,227112,2020-05-25,Mon,May
145,223's (feat. 9lokknine),YNW Melly,225657,2020-05-25,Mon,May
146,Better Now,Post Malone,224926,2020-05-25,Mon,May
147,Lean Wit Me,Juice WRLD,223445,2020-05-25,Mon,May
148,Going Bad (feat. Drake),Meek Mill,223134,2020-05-25,Mon,May
149,Don't Stop Believin',Journey,222062,2020-05-25,Mon,May
150,7 rings,Ariana Grande,221725,2020-05-25,Mon,May
151,Chicken Fried,Zac Brown Band,220773,2020-05-25,Mon,May
152,Captain Hook,Megan Thee Stallion,220299,2020-05-25,Mon,May
153,Speechless,Dan + Shay,220121,2020-05-25,Mon,May
154,BELIEVE IT,"PARTYNEXTDOOR, Rihanna",219861,2020-05-25,Mon,May
155,PICK UP (feat. Quavo),DaBaby,218855,2020-05-25,Mon,May
156,21,Polo G,218614,2020-05-25,Mon,May
157,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,218276,2020-05-25,Mon,May
158,Beer Never Broke My Heart,Luke Combs,217164,2020-05-25,Mon,May
159,Trillionaire (feat. Youngboy Never Broke Again),Future,216938,2020-05-25,Mon,May
160,Tequila,Dan + Shay,216786,2020-05-25,Mon,May
161,Moonlight,XXXTENTACION,215534,2020-05-25,Mon,May
162,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,215246,2020-05-25,Mon,May
163,I Love My Country,Florida Georgia Line,214147,2020-05-25,Mon,May
164,MET GALA,Gunna,214119,2020-05-25,Mon,May
165,CITY OF ANGELS,24kGoldn,213654,2020-05-25,Mon,May
166,IDK You Yet,Alexander 23,213300,2020-05-25,Mon,May
167,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,213218,2020-05-25,Mon,May
168,Hurricane,Luke Combs,213180,2020-05-25,Mon,May
169,Hate Me (with Juice WRLD),Ellie Goulding,212484,2020-05-25,Mon,May
170,This City,Sam Fischer,211911,2020-05-25,Mon,May
171,Congratulations,"Post Malone, Quavo",211839,2020-05-25,Mon,May
172,Maniac,Conan Gray,210502,2020-05-25,Mon,May
173,One Man Band,Old Dominion,210372,2020-05-25,Mon,May
174,Camelot,NLE Choppa,209860,2020-05-25,Mon,May
175,NASTY GIRL / ON CAMERA,Gunna,208709,2020-05-25,Mon,May
176,Tennessee Whiskey,Chris Stapleton,208523,2020-05-25,Mon,May
177,Skechers,DripReport,208478,2020-05-25,Mon,May
178,The London (feat. J. Cole & Travis Scott),Young Thug,207946,2020-05-25,Mon,May
179,Angels & Demons,jxdn,207701,2020-05-25,Mon,May
180,After Hours,The Weeknd,207325,2020-05-25,Mon,May
181,Are You Bored Yet? (feat. Clairo),Wallows,206996,2020-05-25,Mon,May
182,ARGENTINA,Gunna,206506,2020-05-25,Mon,May
183,Futsal Shuffle 2020 - Bonus Track,Lil Uzi Vert,205779,2020-05-25,Mon,May
184,X (with KAROL G),Jonas Brothers,205326,2020-05-25,Mon,May
185,Legends,Juice WRLD,205052,2020-05-25,Mon,May
186,Happier,"Marshmello, Bastille",204192,2020-05-25,Mon,May
187,Martin & Gina,Polo G,203595,2020-05-25,Mon,May
188,No Role Modelz,J. Cole,203469,2020-05-25,Mon,May
189,Make No Sense,YoungBoy Never Broke Again,203305,2020-05-25,Mon,May
190,Breaking Me,"Topic, A7S",203247,2020-05-25,Mon,May
191,Dior,Pop Smoke,203112,2020-05-25,Mon,May
192,Six Feet Apart,Luke Combs,202898,2020-05-25,Mon,May
193,Lights Up,Harry Styles,202466,2020-05-25,Mon,May
194,Mr. Brightside,The Killers,202329,2020-05-25,Mon,May
195,Without Me,Halsey,201507,2020-05-25,Mon,May
196,Baby (Lil Baby feat. DaBaby),Quality Control,198730,2020-05-25,Mon,May
197,Dreams - 2004 Remaster,Fleetwood Mac,198226,2020-05-25,Mon,May
198,Sucker,Jonas Brothers,198009,2020-05-25,Mon,May
199,Lalala,"Y2K, bbno$",197636,2020-05-25,Mon,May
200,Enemies (feat. DaBaby),Post Malone,197494,2020-05-25,Mon,May
1,ROCKSTAR (feat. Roddy Ricch),DaBaby,1659129,2020-05-26,Tue,May
2,Rain On Me (with Ariana Grande),Lady Gaga,1313003,2020-05-26,Tue,May
3,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",1218363,2020-05-26,Tue,May
4,Blinding Lights,The Weeknd,1043652,2020-05-26,Tue,May
5,Blueberry Faygo,Lil Mosey,1039344,2020-05-26,Tue,May
6,Party Girl,StaySolidRocky,920684,2020-05-26,Tue,May
7,The Box,Roddy Ricch,909203,2020-05-26,Tue,May
8,Toosie Slide,Drake,897625,2020-05-26,Tue,May
9,WHATS POPPIN,Jack Harlow,827213,2020-05-26,Tue,May
10,Savage Remix (feat. Beyoncé),Megan Thee Stallion,811470,2020-05-26,Tue,May
11,Roses - Imanbek Remix,SAINt JHN,793337,2020-05-26,Tue,May
12,After Party,Don Toliver,744414,2020-05-26,Tue,May
13,GOOBA,6ix9ine,690689,2020-05-26,Tue,May
14,Walk Em Down (feat. Roddy Ricch),NLE Choppa,683406,2020-05-26,Tue,May
15,Life Is Good (feat. Drake),Future,651127,2020-05-26,Tue,May
16,death bed (coffee for your head),"Powfu, beabadoobee",645510,2020-05-26,Tue,May
17,Righteous,Juice WRLD,643289,2020-05-26,Tue,May
18,Circles,Post Malone,630615,2020-05-26,Tue,May
19,Sunday Best,Surfaces,629902,2020-05-26,Tue,May
20,Watermelon Sugar,Harry Styles,625268,2020-05-26,Tue,May
21,Stuck with U (with Justin Bieber),Ariana Grande,623764,2020-05-26,Tue,May
22,Flex (feat. Juice WRLD),Polo G,600792,2020-05-26,Tue,May
23,Intentions (feat. Quavo),Justin Bieber,600561,2020-05-26,Tue,May
24,Don't Start Now,Dua Lipa,599082,2020-05-26,Tue,May
25,Chicago Freestyle (feat. Giveon),Drake,594674,2020-05-26,Tue,May
26,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,593429,2020-05-26,Tue,May
27,Say So (feat. Nicki Minaj),Doja Cat,542567,2020-05-26,Tue,May
28,ROXANNE,Arizona Zervas,536089,2020-05-26,Tue,May
29,Falling,Trevor Daniel,526586,2020-05-26,Tue,May
