name,n
Kiara,959
Evelynn,956
Brinley,955
Jacqueline,940
Laura,940
Gracelynn,929
Lexi,925
Ariah,923
Jennifer,919
Fatima,915
Kehlani,913
Alani,909
Ariyah,907
Allie,903
Luciana,903
Phoenix,902
Heidi,900
Maci,898
Joy,896
Felicity,894
Kenzie,887
Veronica,885
Margot,881
Addilyn,872
Lana,869
Cassidy,866
Remington,866
Saylor,865
Keira,864
Ryan,864
Harlow,861
Miranda,861
Amanda,853
Angel,852
Daniella,842
Gwendolyn,842
Royalty,842
Ophelia,837
Jordan,835
Heaven,832
Esmeralda,831
Madeleine,831
Kira,825
Miracle,825
Amari,816
Danielle,815
Elle,814
Willa,810
Daphne,808
Haley,805
Gia,800
Kaitlyn,800
Oakley,796
Kailani,795
Winter,795
Alicia,788
Serena,779
Nadia,778
Aviana,776
Dylan,776
Jada,776
Braelynn,775
Demi,775
Ainsley,772
Avianna,769
Camryn,769
Alison,768
Bianca,766
Skyler,766
Scarlet,760
Maddison,759
Regina,758
Nylah,757
Sarai,754
Dahlia,751
Nayeli,751
Adrianna,749
Raven,748
Helen,745
Averie,742
Skye,742
Tatum,741
Erin,739
Kelsey,738
Maliyah,738
Viviana,738
Annalise,737
Carolina,737
Kensley,737
Anaya,735
Jenna,735
Mikayla,734
Shelby,734
Sabrina,733
Octavia,732
Blair,728
Lennon,728
Carmen,727
Mabel,726
Selah,726
Yaretzi,725
Zariah,725
Kyla,724
Christina,723
Eve,722
Frances,722
Kennedi,722
Celeste,720
Milani,720
Mckinley,717
Katie,716
Kylee,716
Jimena,714
Leighton,711
Aitana,707
Kayleigh,702
Rosemary,696
Sierra,696
Kathryn,694
Alondra,690
Jolene,690
Elisa,689
Helena,687
Charleigh,683
Lainey,682
Hallie,680
Avah,678
Jazlyn,677
Kamryn,677
Mira,676
Cheyenne,675
Francesca,671
Wren,665
Antonella,663
Amber,661
Chelsea,661
Lorelei,659
Nia,657
April,655
Emory,655
Aylin,654
Emelia,654
Abby,653
Carter,653
Bethany,652
Marlee,652
Carly,651
Cataleya,651
Emely,647
Kaylani,647
Madelynn,646
Liana,644
Cadence,641
Matilda,639
Myra,632
Sylvia,631
Elianna,629
Fernanda,629
Oaklyn,629
Maisie,628
Hattie,627
Kendra,624
Malaysia,624
Dayana,622
Katelyn,619
Maia,619
Kara,618
Cameron,615
Charli,615
Celine,614
Renata,612
Jayleen,611
Leona,611
Emmalyn,610
Holly,608
Alejandra,607
Azalea,607
Imani,607
Bristol,606
Collins,606
Edith,604
Kaydence,604
Meadow,604
Alexia,602
Lilith,601
Leslie,599
Aisha,598
Kora,598
Meredith,596
Danna,594
Wynter,594
Emberly,591
Alayah,590
Jemma,590
Julieta,590
Michaela,590
Reign,589
Colette,587
Johanna,586
Kaliyah,586
Remy,584
Elliott,583
Virginia,583
Sutton,582
Emmy,580
Briana,573
Oaklynn,572
Everlee,570
Justice,568
Adelina,567
Megan,565
Angelica,563
Khaleesi,562
Esme,561
Mallory,561
Mariam,561
Aleah,559
Macie,559
Alanna,558
Karsyn,558
Mae,558
Madilynn,555
Shiloh,555
Allyson,552
Charley,552
Skyla,552
Hanna,550
Macy,549
Maryam,549
Henley,548
Ashlynn,547
Ivanna,545
Beatrice,541
Lorelai,541
Ashlyn,540
Amora,538
Baylee,537
Sasha,537
Jayda,536
Itzel,535
Priscilla,534
Marie,532
Liberty,531
Alessia,530
Rory,530
Gloria,527
Janelle,526
Alaia,525
Kalani,524
Dorothy,523
Sloan,520
Greta,519
Annabella,518
Poppy,518
Zahra,518
Savanna,517
Julie,516
Amalia,511
Coraline,511
Cecelia,509
Zaylee,509
Emmie,508
Karina,507
Kassidy,507
Kimber,507
Anne,506
Kynlee,503
Monroe,501
Jaliyah,498
Maren,498
Monica,498
Anahi,497
Marilyn,497
Jazmin,496
Siena,495
Reyna,494
Kyra,493
Lilian,493
Melany,490
Jamie,489
Ariya,486
Alaya,485
Kelly,485
Laurel,484
Rosie,483
Adley,481
Jaylah,481
Jazmine,481
Dream,480
Mina,479
Aubrie,477
Bailee,476
Karla,476
Katalina,473
Harlee,471
Melina,471
Dallas,470
Elliot,470
Chaya,469
Elaine,469
Hayley,469
Karen,469
Irene,466
Lylah,464
Rosa,464
Ivory,462
Aleena,461
Braelyn,460
Nola,460
Pearl,458
Roselyn,458
Leyla,457
Addyson,456
Alma,456
Aurelia,455
Lacey,455
Lennox,454
Reina,453
Janiyah,449
Noa,449
Saige,449
Jessie,448
Madisyn,448
Alia,447
Kyleigh,446
Tiana,446
Astrid,445
Cassandra,445
Romina,444
Stevie,443
Haylee,442
Zelda,442
Lillie,440
Brylee,437
Eileen,437
Aileen,436
Lauryn,435
Yara,435
Ensley,433
Palmer,432
Mikaela,431
Giuliana,430
Livia,430
Anya,429
Liv,429
Lyra,429
Mara,429
Marina,429
Clementine,426
Kailey,426
Kenna,423
Briar,420
Elyse,420
Emerie,420
Tiffany,420
Galilea,419
Bonnie,418
Frida,418
Tatiana,418
Kinslee,417
Zariyah,417
Cynthia,416
Armani,415
Faye,414
Joelle,414
Jolie,414
Rayna,414
Yareli,414
Nalani,413
Addilynn,412
Rebekah,412
Julissa,411
Meghan,411
Lea,410
Aliza,409
Lilyana,408
Anika,404
Kairi,402
Aniya,401
Noemi,400
Crystal,398
Angie,396
Bridget,396
Ari,394
Annika,393
Linda,393
Amirah,392
Amelie,391
Davina,391
Elora,390
Mercy,390
Xiomara,390
Hana,389
Laney,388
Hadassah,387
Louisa,385
Simone,385
Madalyn,384
Jillian,383
Kori,382
Milan,378
Alena,377
Malaya,377
Miley,377
Sariyah,376
Malani,373
Princess,372
Amani,371
Clarissa,371
Nala,371
Analia,370
Estella,369
Aya,368
Chana,367
Milana,367
Jayde,362
Penny,361
Zaria,361
Tenley,360
Itzayana,359
Lara,359
Lina,359
Rhea,359
Ailani,358
Aubriella,358
Thalia,358
Clare,357
Bria,356
Haisley,355
Keyla,355
Ryann,355
Amaia,354
Chanel,354
Ellen,354
Addisyn,353
Aliana,353
Harmoni,353
Ellis,352
Paisleigh,352
Tinsley,352
Landry,351
Novalee,350
Deborah,349
Myah,349
Rylan,349
Emilee,348
Laylah,348
Lexie,348
Emmeline,347
Ansley,346
Elisabeth,346
Hadlee,346
Legacy,346
Martha,346
Avalynn,345
Teresa,345
Braylee,344
Paula,344
Kaylie,343
Dior,342
Maleah,342
Belen,341
Corinne,341
Salma,340
Averi,339
Lilianna,339
Louise,339
Amiya,338
Royal,338
Milena,337
Calliope,336
Frankie,336
Natasha,336
Opal,336
Aubrielle,335
Kamilah,334
Rayne,333
Zaniyah,333
Amayah,332
Lailah,332
Meilani,332
Raina,332
Miah,331
Nathalie,331
Isabela,330
Leanna,330
Saoirse,330
Kenia,329
Azariah,328
Hunter,328
Andi,327
Jaelyn,327
Keily,327
Scarlette,327
Selene,327
Tori,327
Marianna,325
Nancy,325
Dalary,324
Estelle,323
Giovanna,323
Holland,323
Lindsey,323
Ramona,323
Zoie,323
Emmalynn,322
Judith,322
Rosalee,322
Blaire,321
Mylah,321
Lyanna,320
Sariah,320
Anais,319
Jaelynn,319
Kiera,319
Maxine,319
Dana,318
Noor,317
Adalee,316
Kai,316
Treasure,316
Amaris,315
Jaycee,315
Oaklee,315
Rivka,315
Della,314
Sky,314
Jewel,313
Rosalyn,313
Alannah,312
Belle,312
Carolyn,312
Karter,312
Sunny,312
Vienna,312
Claudia,311
Ellianna,311
Cara,309
Hailee,309
Estrella,308
Brittany,307
Alianna,306
Harleigh,306
Jaylene,306
Lisa,306
Marissa,306
Zhavia,306
Journi,305
Jurnee,304
Kamiyah,304
Kathleen,304
Kiana,304
Mavis,304
Aislinn,303
Alyson,303
Elsa,303
Iliana,303
Kadence,302
Arlette,301
Halle,300
Erika,299
Veda,299
August,298
Emmaline,298
Sylvie,298
Whitney,298
Erica,297
Guadalupe,297
Paloma,297
Patricia,297
Adele,296
Bexley,296
Madalynn,296
Gwen,295
India,295
Brynleigh,294
Promise,294
Alisson,293
Aliya,293
Samira,293
Paulina,292
Casey,291
Dulce,291
Jazlynn,291
Alora,290
Barbara,290
Kaiya,290
Christine,289
Kallie,289
Nataly,289
Perla,289
Adrienne,288
Ayleen,287
Heavenly,287
Karlee,287
Raquel,287
Ariadne,286
Lillianna,286
Celia,285
Saniyah,285
Yamileth,285
Kaylin,284
Arely,283
Marisol,283
Avalyn,282
Dani,282
Marleigh,282
Berkley,281
Egypt,281
Joyce,281
Kataleya,281
Queen,280
Zainab,280
Annabel,279
Kaelyn,279
Kenley,279
Luella,278
Hadleigh,277
Joselyn,277
Etta,276
Jaylee,276
Zola,276
Alisha,275
Arden,274
Bellamy,274
Ezra,274
Paola,274
Scout,274
Tinley,274
Amia,273
Annalee,273
Jenesis,273
Violeta,273
Giana,272
Wendy,272
Ellison,271
Florence,271
Novah,271
Margo,270
Micah,270
Naya,270
Robin,270
Jayden,269
Sandra,269
Waverly,269
Zora,269
Ann,268
Giavanna,268
Jana,268
Janessa,268
Taliyah,267
Ingrid,266
Vada,266
Emmarie,264
Esperanza,264
Valery,264
Azaria,263
Kailyn,263
Aiyana,262
Evalyn,262
Keilani,262
Whitley,262
Austyn,261
Elina,261
Maliah,261
